Date,tbtcopen,tbtcclose,tbtclow,tbtchigh,tbtcvolume
2008-02-11,4.019999980926514,4.019999980926514,4.019999980926514,4.019999980926514,800.0
2008-02-12,3.9600000381469727,3.9600000381469727,3.9600000381469727,3.9600000381469727,600.0
2008-02-13,3.9200000762939453,4.0,3.890000104904175,4.0,6300.0
2008-02-14,3.890000104904175,3.890000104904175,3.890000104904175,3.890000104904175,1500.0
2008-02-15,3.890000104904175,3.890000104904175,3.890000104904175,3.890000104904175,0.0
2008-02-19,3.890000104904175,3.890000104904175,3.890000104904175,3.890000104904175,0.0
2008-02-20,3.950000047683716,3.950000047683716,3.950000047683716,3.950000047683716,500.0
2008-02-21,3.950000047683716,3.950000047683716,3.950000047683716,3.950000047683716,0.0
2008-02-22,3.950000047683716,3.950000047683716,3.950000047683716,3.950000047683716,0.0
2008-02-25,3.950000047683716,3.950000047683716,3.950000047683716,3.950000047683716,0.0
2008-02-26,3.8399999141693115,3.950000047683716,3.8399999141693115,3.950000047683716,1800.0
2008-02-27,3.950000047683716,3.950000047683716,3.950000047683716,3.950000047683716,0.0
2008-02-28,3.950000047683716,3.950000047683716,3.950000047683716,3.950000047683716,0.0
2008-02-29,3.9800000190734863,3.9000000953674316,3.9000000953674316,3.9800000190734863,1200.0
2008-03-03,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,0.0
2008-03-04,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,0.0
2008-03-05,3.9000000953674316,3.890000104904175,3.890000104904175,3.9000000953674316,3000.0
2008-03-06,3.9000000953674316,4.0,3.9000000953674316,4.199999809265137,2800.0
2008-03-07,3.8399999141693115,3.8399999141693115,3.8399999141693115,3.8399999141693115,6200.0
2008-03-10,4.0,3.990000009536743,3.8399999141693115,4.0,6200.0
2008-03-11,3.950000047683716,3.950000047683716,3.950000047683716,3.950000047683716,300.0
2008-03-12,3.950000047683716,3.950000047683716,3.950000047683716,3.950000047683716,0.0
2008-03-13,3.950000047683716,3.950000047683716,3.950000047683716,3.950000047683716,0.0
2008-03-14,3.950000047683716,3.950000047683716,3.950000047683716,3.950000047683716,0.0
2008-03-17,3.950000047683716,3.950000047683716,3.950000047683716,3.950000047683716,0.0
2008-03-18,3.950000047683716,3.950000047683716,3.950000047683716,3.950000047683716,0.0
2008-03-19,3.950000047683716,3.950000047683716,3.950000047683716,3.950000047683716,0.0
2008-03-20,3.4000000953674316,3.759999990463257,3.4000000953674316,3.759999990463257,5700.0
2008-03-24,3.809999942779541,3.809999942779541,3.809999942779541,3.9000000953674316,5800.0
2008-03-25,3.7799999713897705,3.8299999237060547,3.7100000381469727,3.8299999237060547,12400.0
2008-03-26,3.9000000953674316,3.8299999237060547,3.759999990463257,3.990000009536743,46700.0
2008-03-27,3.890000104904175,3.7699999809265137,3.700000047683716,3.890000104904175,29900.0
2008-03-28,3.7799999713897705,3.7100000381469727,3.7100000381469727,3.7799999713897705,2500.0
2008-03-31,3.75,3.75,3.75,3.75,500.0
2008-04-01,3.2200000286102295,3.740000009536743,3.2200000286102295,3.740000009536743,12000.0
2008-04-02,3.75,3.75,3.6500000953674316,3.75,2800.0
2008-04-03,3.75,3.75,3.75,3.75,500.0
2008-04-04,3.75,3.75,3.75,3.75,0.0
2008-04-07,3.75,3.6500000953674316,3.5,3.75,1600.0
2008-04-08,3.75,3.990000009536743,3.75,3.990000009536743,5600.0
2008-04-09,3.990000009536743,3.990000009536743,3.990000009536743,3.990000009536743,200.0
2008-04-10,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,700.0
2008-04-11,3.75,3.6500000953674316,3.6500000953674316,3.75,1000.0
2008-04-14,3.6500000953674316,3.6500000953674316,3.6500000953674316,3.6500000953674316,0.0
2008-04-15,3.6500000953674316,3.6500000953674316,3.6500000953674316,3.6500000953674316,0.0
2008-04-16,3.6600000858306885,3.6600000858306885,3.6600000858306885,3.6600000858306885,3600.0
2008-04-17,3.6600000858306885,3.6600000858306885,3.6600000858306885,3.6600000858306885,0.0
2008-04-18,3.680000066757202,3.680000066757202,3.680000066757202,3.680000066757202,500.0
2008-04-21,3.6600000858306885,3.6700000762939453,3.4000000953674316,3.6700000762939453,3300.0
2008-04-22,3.6700000762939453,3.6700000762939453,3.6700000762939453,3.6700000762939453,0.0
2008-04-23,3.5999999046325684,3.5999999046325684,3.5999999046325684,3.5999999046325684,1000.0
2008-04-24,3.5999999046325684,3.5999999046325684,3.5999999046325684,3.5999999046325684,0.0
2008-04-25,3.5999999046325684,3.5999999046325684,3.5999999046325684,3.5999999046325684,0.0
2008-04-28,3.5999999046325684,3.6700000762939453,3.5999999046325684,3.6700000762939453,1900.0
2008-04-29,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,300.0
2008-04-30,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,2000.0
2008-05-01,3.5999999046325684,3.7100000381469727,3.5999999046325684,3.7100000381469727,2500.0
2008-05-02,3.7100000381469727,3.7100000381469727,3.7100000381469727,3.7100000381469727,0.0
2008-05-05,3.7100000381469727,3.7100000381469727,3.7100000381469727,3.7100000381469727,0.0
2008-05-06,3.7100000381469727,3.7100000381469727,3.7100000381469727,3.7100000381469727,800.0
2008-05-07,3.7100000381469727,3.7100000381469727,3.7100000381469727,3.7100000381469727,0.0
2008-05-08,3.7200000286102295,3.9000000953674316,3.7200000286102295,3.950000047683716,7400.0
2008-05-09,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,2000.0
2008-05-12,3.700000047683716,3.700000047683716,3.700000047683716,3.799999952316284,1500.0
2008-05-13,3.5999999046325684,3.509999990463257,3.509999990463257,3.5999999046325684,1300.0
2008-05-14,3.799999952316284,3.799999952316284,3.799999952316284,3.799999952316284,1000.0
2008-05-15,3.799999952316284,3.799999952316284,3.799999952316284,3.799999952316284,0.0
2008-05-16,3.9000000953674316,3.700000047683716,3.5,3.950000047683716,10600.0
2008-05-19,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,0.0
2008-05-20,3.6500000953674316,3.6600000858306885,3.6500000953674316,3.690000057220459,13000.0
2008-05-21,3.680000066757202,3.4600000381469727,3.4600000381469727,3.680000066757202,3100.0
2008-05-22,3.5,3.680000066757202,3.5,3.680000066757202,17800.0
2008-05-23,3.680000066757202,3.6500000953674316,3.549999952316284,3.680000066757202,4500.0
2008-05-27,3.6500000953674316,3.6500000953674316,3.6500000953674316,3.6500000953674316,0.0
2008-05-28,3.6600000858306885,2.950000047683716,1.75,3.6600000858306885,187300.0
2008-05-29,3.5999999046325684,3.299999952316284,3.0999999046325684,3.5999999046325684,76200.0
2008-05-30,3.299999952316284,3.5,3.299999952316284,3.5999999046325684,13800.0
2008-06-02,3.5,3.5,3.5,3.5,0.0
2008-06-03,3.5999999046325684,3.5999999046325684,3.5999999046325684,3.5999999046325684,2700.0
2008-06-04,3.5,3.8499999046325684,3.5,3.8499999046325684,48000.0
2008-06-05,3.8499999046325684,3.8499999046325684,3.8499999046325684,3.8499999046325684,0.0
2008-06-06,3.5999999046325684,3.5999999046325684,3.5999999046325684,3.5999999046325684,2200.0
2008-06-09,3.940000057220459,3.940000057220459,3.940000057220459,3.940000057220459,500.0
2008-06-10,3.940000057220459,3.940000057220459,3.940000057220459,3.940000057220459,0.0
2008-06-11,3.5,3.75,3.4000000953674316,3.75,2300.0
2008-06-12,3.75,3.8499999046325684,3.5999999046325684,3.8499999046325684,3800.0
2008-06-13,3.8499999046325684,3.8499999046325684,3.8499999046325684,3.8499999046325684,0.0
2008-06-16,3.680000066757202,3.8499999046325684,3.450000047683716,3.8499999046325684,7000.0
2008-06-17,3.940000057220459,4.0,3.9000000953674316,4.199999809265137,10100.0
2008-06-18,4.0,4.010000228881836,3.9000000953674316,4.25,9800.0
2008-06-19,4.099999904632568,4.099999904632568,4.0,4.099999904632568,4300.0
2008-06-20,4.050000190734863,3.9000000953674316,3.9000000953674316,4.050000190734863,2100.0
2008-06-23,3.930000066757202,3.930000066757202,3.930000066757202,3.930000066757202,2000.0
2008-06-24,3.950000047683716,3.75,3.75,3.950000047683716,2100.0
2008-06-25,3.8499999046325684,3.8499999046325684,3.8499999046325684,3.8499999046325684,500.0
2008-06-26,3.549999952316284,3.509999990463257,3.509999990463257,3.549999952316284,3800.0
2008-06-27,3.950000047683716,3.950000047683716,3.950000047683716,3.950000047683716,300.0
2008-06-30,3.549999952316284,3.549999952316284,3.549999952316284,3.549999952316284,700.0
2008-07-01,3.75,3.75,3.75,3.75,500.0
2008-07-02,3.75,3.75,3.75,3.75,0.0
2008-07-03,3.75,3.75,3.75,3.75,0.0
2008-07-07,3.75,3.75,3.75,3.75,0.0
2008-07-08,3.75,3.75,3.75,3.75,0.0
2008-07-09,3.75,3.75,3.75,3.75,0.0
2008-07-10,3.559999942779541,3.559999942779541,3.559999942779541,3.559999942779541,800.0
2008-07-11,3.549999952316284,3.6500000953674316,3.5,3.6500000953674316,3200.0
2008-07-14,3.6500000953674316,3.6500000953674316,3.6500000953674316,3.6500000953674316,0.0
2008-07-15,3.5299999713897705,3.5299999713897705,3.5299999713897705,3.5299999713897705,1000.0
2008-07-16,3.5999999046325684,3.5999999046325684,3.5999999046325684,3.5999999046325684,200.0
2008-07-17,3.5999999046325684,3.5999999046325684,3.5999999046325684,3.5999999046325684,0.0
2008-07-18,3.5,3.9000000953674316,3.5,3.9000000953674316,400.0
2008-07-21,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,0.0
2008-07-22,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,0.0
2008-07-23,3.9000000953674316,3.9000000953674316,3.9000000953674316,3.9000000953674316,0.0
2008-07-24,3.3499999046325684,3.5999999046325684,3.3499999046325684,3.6500000953674316,900.0
2008-07-25,3.5999999046325684,3.5999999046325684,3.5999999046325684,3.5999999046325684,0.0
2008-07-28,3.450000047683716,3.3499999046325684,3.3499999046325684,3.799999952316284,6400.0
2008-07-29,3.7899999618530273,3.5,3.3499999046325684,3.7899999618530273,2900.0
2008-07-30,3.5,3.5,3.5,3.5,0.0
2008-07-31,3.359999895095825,3.5,3.3499999046325684,3.5,4000.0
2008-08-01,3.3499999046325684,3.5,3.3499999046325684,3.5,1500.0
2008-08-04,3.3499999046325684,3.5199999809265137,2.700000047683716,3.5199999809265137,1900.0
2008-08-05,3.5199999809265137,3.5199999809265137,3.5199999809265137,3.5199999809265137,0.0
2008-08-06,3.3499999046325684,3.3499999046325684,3.3499999046325684,3.3499999046325684,2000.0
2008-08-07,3.3499999046325684,3.3499999046325684,3.3499999046325684,3.3499999046325684,0.0
2008-08-08,3.3499999046325684,3.3499999046325684,3.3499999046325684,3.3499999046325684,0.0
2008-08-11,3.3499999046325684,3.3499999046325684,3.3499999046325684,3.3499999046325684,2000.0
2008-08-12,3.4000000953674316,3.4000000953674316,3.4000000953674316,3.4000000953674316,500.0
2008-08-13,3.4000000953674316,3.4000000953674316,3.4000000953674316,3.4000000953674316,0.0
2008-08-14,3.0,3.25,3.0,3.5999999046325684,5600.0
2008-08-15,3.25,3.4000000953674316,3.25,3.5,6300.0
2008-08-18,3.4000000953674316,3.4000000953674316,3.4000000953674316,3.4000000953674316,0.0
2008-08-19,3.4000000953674316,3.4000000953674316,3.4000000953674316,3.4000000953674316,0.0
2008-08-20,3.0,3.299999952316284,3.0,3.299999952316284,1500.0
2008-08-21,3.4000000953674316,3.200000047683716,3.200000047683716,3.4000000953674316,800.0
2008-08-22,3.200000047683716,3.0,3.0,3.200000047683716,4100.0
2008-08-25,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,500.0
2008-08-26,3.0999999046325684,3.0999999046325684,3.0999999046325684,3.0999999046325684,400.0
2008-08-27,3.1500000953674316,3.1500000953674316,3.1500000953674316,3.1500000953674316,500.0
2008-08-28,3.1500000953674316,3.1500000953674316,3.1500000953674316,3.1500000953674316,0.0
2008-08-29,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,500.0
2008-09-02,3.049999952316284,2.950000047683716,2.8499999046325684,3.049999952316284,4000.0
2008-09-03,3.450000047683716,3.450000047683716,3.450000047683716,3.450000047683716,100.0
2008-09-04,3.450000047683716,3.450000047683716,3.450000047683716,3.450000047683716,0.0
2008-09-05,3.450000047683716,3.450000047683716,3.450000047683716,3.450000047683716,0.0
2008-09-08,3.450000047683716,3.450000047683716,3.450000047683716,3.450000047683716,0.0
2008-09-09,3.059999942779541,3.450000047683716,3.059999942779541,3.450000047683716,1100.0
2008-09-10,3.450000047683716,3.450000047683716,3.450000047683716,3.450000047683716,0.0
2008-09-11,3.450000047683716,3.450000047683716,3.450000047683716,3.450000047683716,0.0
2008-09-12,3.450000047683716,3.450000047683716,3.450000047683716,3.450000047683716,0.0
2008-09-15,3.450000047683716,3.450000047683716,3.450000047683716,3.450000047683716,0.0
2008-09-16,3.009999990463257,3.450000047683716,2.5999999046325684,3.450000047683716,6800.0
2008-09-17,3.450000047683716,3.450000047683716,3.450000047683716,3.450000047683716,0.0
2008-09-18,2.75,3.450000047683716,2.75,3.450000047683716,1300.0
2008-09-19,3.450000047683716,3.450000047683716,3.450000047683716,3.450000047683716,0.0
2008-09-22,3.450000047683716,3.450000047683716,3.450000047683716,3.450000047683716,0.0
2008-09-23,3.25,3.25,3.25,3.25,200.0
2008-09-24,3.25,3.25,3.25,3.25,100.0
2008-09-25,3.25,3.25,3.25,3.25,0.0
2008-09-26,3.25,3.25,3.25,3.25,0.0
2008-09-29,3.25,3.25,3.25,3.25,0.0
2008-09-30,3.25,3.25,3.25,3.25,0.0
2008-10-01,3.25,3.25,3.25,3.25,0.0
2008-10-02,3.0,3.25,3.0,3.25,700.0
2008-10-03,3.25,3.25,3.25,3.25,0.0
2008-10-06,2.75,3.240000009536743,2.549999952316284,3.240000009536743,2300.0
2008-10-07,3.240000009536743,3.240000009536743,3.240000009536743,3.240000009536743,0.0
2008-10-08,2.549999952316284,3.200000047683716,2.549999952316284,3.200000047683716,2500.0
2008-10-09,2.559999942779541,3.200000047683716,2.25,3.200000047683716,3500.0
2008-10-10,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0.0
2008-10-13,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0.0
2008-10-14,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0.0
2008-10-15,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0.0
2008-10-16,3.200000047683716,3.200000047683716,3.200000047683716,3.200000047683716,0.0
2008-10-17,3.119999885559082,3.1500000953674316,3.119999885559082,3.240000009536743,4300.0
2008-10-20,3.0,2.549999952316284,2.450000047683716,3.0,2700.0
2008-10-21,2.450000047683716,3.0,2.450000047683716,3.0,2300.0
2008-10-22,3.0,3.0,3.0,3.0,0.0
2008-10-23,3.0,3.0,3.0,3.0,0.0
2008-10-24,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,700.0
2008-10-27,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,0.0
2008-10-28,2.450000047683716,2.450000047683716,2.450000047683716,2.450000047683716,300.0
2008-10-29,2.9100000858306885,2.9100000858306885,2.9100000858306885,2.9100000858306885,200.0
2008-10-30,2.9100000858306885,2.9100000858306885,2.9100000858306885,2.9100000858306885,0.0
2008-10-31,2.9100000858306885,2.9100000858306885,2.9100000858306885,2.9100000858306885,0.0
2008-11-03,2.450000047683716,2.450000047683716,2.3499999046325684,2.450000047683716,1900.0
2008-11-04,2.0,2.4000000953674316,2.0,2.4000000953674316,300.0
2008-11-05,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,0.0
2008-11-06,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,500.0
2008-11-07,2.450000047683716,2.450000047683716,2.450000047683716,2.450000047683716,1000.0
2008-11-10,2.450000047683716,2.450000047683716,2.450000047683716,2.450000047683716,0.0
2008-11-11,2.200000047683716,2.0199999809265137,2.0,2.25,9100.0
2008-11-12,2.0199999809265137,2.049999952316284,2.0,2.049999952316284,4100.0
2008-11-13,2.049999952316284,1.75,1.75,2.049999952316284,2900.0
2008-11-14,1.75,2.5,1.5,2.5,34100.0
2008-11-17,1.3899999856948853,1.399999976158142,1.3700000047683716,1.409999966621399,11200.0
2008-11-18,1.649999976158142,1.399999976158142,1.399999976158142,1.649999976158142,4700.0
2008-11-19,1.399999976158142,1.399999976158142,1.399999976158142,1.4500000476837158,4800.0
2008-11-20,1.399999976158142,1.409999966621399,1.399999976158142,1.409999966621399,3400.0
2008-11-21,1.399999976158142,1.399999976158142,1.399999976158142,1.5,12000.0
2008-11-24,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,5000.0
2008-11-25,1.5,1.399999976158142,1.399999976158142,1.5,13500.0
2008-11-26,1.600000023841858,1.600000023841858,1.600000023841858,1.600000023841858,500.0
2008-11-28,1.9500000476837158,2.0,1.9500000476837158,2.0,500.0
2008-12-01,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,500.0
2008-12-02,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0.0
2008-12-03,1.5,2.0999999046325684,1.399999976158142,2.0999999046325684,2800.0
2008-12-04,2.0999999046325684,2.0999999046325684,2.0999999046325684,2.0999999046325684,0.0
2008-12-05,2.0999999046325684,2.0999999046325684,2.0999999046325684,2.0999999046325684,0.0
2008-12-08,2.0999999046325684,2.0999999046325684,2.0999999046325684,2.0999999046325684,0.0
2008-12-09,2.200000047683716,2.200000047683716,2.200000047683716,2.200000047683716,200.0
2008-12-10,2.200000047683716,2.200000047683716,2.200000047683716,2.200000047683716,0.0
2008-12-11,2.200000047683716,2.200000047683716,2.200000047683716,2.200000047683716,0.0
2008-12-12,1.600000023841858,2.240000009536743,1.600000023841858,2.240000009536743,1000.0
2008-12-15,2.240000009536743,2.240000009536743,2.240000009536743,2.240000009536743,0.0
2008-12-16,2.240000009536743,2.240000009536743,2.240000009536743,2.240000009536743,0.0
2008-12-17,2.240000009536743,2.240000009536743,2.240000009536743,2.240000009536743,0.0
2008-12-18,2.200000047683716,2.200000047683716,2.200000047683716,2.200000047683716,300.0
2008-12-19,1.5,2.180000066757202,1.399999976158142,2.180000066757202,1400.0
2008-12-22,2.180000066757202,2.180000066757202,2.180000066757202,2.180000066757202,0.0
2008-12-23,2.180000066757202,2.180000066757202,2.180000066757202,2.180000066757202,0.0
2008-12-24,2.180000066757202,2.180000066757202,2.180000066757202,2.180000066757202,0.0
2008-12-26,1.409999966621399,1.7999999523162842,1.409999966621399,1.7999999523162842,700.0
2008-12-29,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,0.0
2008-12-30,1.5,1.5,1.5,1.5,200.0
2008-12-31,1.399999976158142,1.5,1.399999976158142,1.5,900.0
2009-01-02,1.4500000476837158,1.399999976158142,1.399999976158142,1.4500000476837158,600.0
2009-01-05,1.4700000286102295,1.4700000286102295,1.4700000286102295,1.4700000286102295,500.0
2009-01-06,1.399999976158142,1.649999976158142,1.399999976158142,1.649999976158142,4700.0
2009-01-07,1.399999976158142,1.399999976158142,1.399999976158142,1.399999976158142,700.0
2009-01-08,1.6200000047683716,1.6200000047683716,1.6200000047683716,1.6200000047683716,1000.0
2009-01-09,1.5,1.4500000476837158,1.4500000476837158,1.5,1700.0
2009-01-12,1.5,1.399999976158142,1.399999976158142,1.5,2000.0
2009-01-13,1.4500000476837158,1.4500000476837158,1.4500000476837158,1.4500000476837158,2300.0
2009-01-14,1.4500000476837158,1.4500000476837158,1.4500000476837158,1.4500000476837158,0.0
2009-01-15,1.5499999523162842,1.5499999523162842,1.5499999523162842,1.5499999523162842,500.0
2009-01-16,1.600000023841858,1.600000023841858,1.600000023841858,1.600000023841858,500.0
2009-01-20,1.600000023841858,1.600000023841858,1.600000023841858,1.600000023841858,0.0
2009-01-21,1.649999976158142,1.850000023841858,1.649999976158142,1.850000023841858,1400.0
2009-01-22,1.399999976158142,1.7000000476837158,1.399999976158142,1.7000000476837158,700.0
2009-01-23,1.850000023841858,1.850000023841858,1.850000023841858,1.850000023841858,500.0
2009-01-26,1.850000023841858,1.850000023841858,1.850000023841858,1.850000023841858,0.0
2009-01-27,1.850000023841858,1.850000023841858,1.850000023841858,1.850000023841858,0.0
2009-01-28,1.850000023841858,1.850000023841858,1.850000023841858,1.850000023841858,0.0
2009-01-29,1.899999976158142,1.899999976158142,1.899999976158142,1.899999976158142,500.0
2009-01-30,2.009999990463257,2.0,2.0,2.009999990463257,500.0
2009-02-02,2.0,2.0,2.0,2.0,0.0
2009-02-03,1.899999976158142,2.1500000953674316,1.899999976158142,2.1500000953674316,1900.0
2009-02-04,2.1500000953674316,2.1500000953674316,2.1500000953674316,2.1500000953674316,0.0
2009-02-05,2.1500000953674316,2.1500000953674316,2.1500000953674316,2.1500000953674316,0.0
2009-02-06,2.1500000953674316,2.1500000953674316,2.1500000953674316,2.1500000953674316,0.0
2009-02-09,2.1500000953674316,2.1500000953674316,2.1500000953674316,2.1500000953674316,0.0
2009-02-10,2.1500000953674316,2.1500000953674316,2.1500000953674316,2.1500000953674316,0.0
2009-02-11,2.180000066757202,2.0,1.149999976158142,2.180000066757202,4500.0
2009-02-12,2.0999999046325684,2.0999999046325684,2.0999999046325684,2.0999999046325684,500.0
2009-02-13,2.0,2.0,2.0,2.0,500.0
2009-02-17,2.0,2.0,2.0,2.0,0.0
2009-02-18,1.899999976158142,2.0999999046325684,1.899999976158142,2.0999999046325684,1500.0
2009-02-19,2.1500000953674316,2.1500000953674316,2.1500000953674316,2.1500000953674316,500.0
2009-02-20,2.1500000953674316,2.1500000953674316,2.1500000953674316,2.1500000953674316,0.0
2009-02-23,2.1500000953674316,2.1500000953674316,2.1500000953674316,2.1500000953674316,0.0
2009-02-24,2.1500000953674316,2.1500000953674316,2.1500000953674316,2.1500000953674316,0.0
2009-02-25,2.1500000953674316,2.1500000953674316,2.1500000953674316,2.1500000953674316,0.0
2009-02-26,2.1500000953674316,2.1500000953674316,2.1500000953674316,2.1500000953674316,0.0
2009-02-27,2.1500000953674316,2.1500000953674316,2.1500000953674316,2.1500000953674316,0.0
2009-03-02,2.1500000953674316,2.1500000953674316,2.1500000953674316,2.1500000953674316,0.0
2009-03-03,2.1500000953674316,2.1500000953674316,2.1500000953674316,2.1500000953674316,0.0
2009-03-04,2.1500000953674316,2.1500000953674316,2.1500000953674316,2.1500000953674316,0.0
2009-03-05,2.1500000953674316,2.1500000953674316,2.1500000953674316,2.1500000953674316,0.0
2009-03-06,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,2500.0
2009-03-09,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,0.0
2009-03-10,1.899999976158142,1.899999976158142,1.899999976158142,1.899999976158142,500.0
2009-03-11,1.899999976158142,1.899999976158142,1.899999976158142,1.899999976158142,0.0
2009-03-12,2.0,2.0,2.0,2.0,500.0
2009-03-13,2.0,2.0,2.0,2.0,0.0
2009-03-16,2.0,2.0,2.0,2.0,0.0
2009-03-17,2.0999999046325684,2.0999999046325684,2.0999999046325684,2.0999999046325684,500.0
2009-03-18,2.0999999046325684,2.0999999046325684,2.0999999046325684,2.0999999046325684,0.0
2009-03-19,2.049999952316284,2.180000066757202,2.049999952316284,2.180000066757202,5200.0
2009-03-20,2.180000066757202,2.180000066757202,1.7100000381469727,2.2799999713897705,13100.0
2009-03-23,2.200000047683716,2.200000047683716,2.200000047683716,2.200000047683716,1500.0
2009-03-24,2.190000057220459,2.190000057220459,2.190000057220459,2.190000057220459,500.0
2009-03-25,2.2799999713897705,2.2799999713897705,2.2799999713897705,2.2799999713897705,100.0
2009-03-26,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,400.0
2009-03-27,2.3499999046325684,2.450000047683716,2.3499999046325684,2.450000047683716,1100.0
2009-03-30,2.0999999046325684,2.0999999046325684,2.0999999046325684,2.0999999046325684,2000.0
2009-03-31,2.0999999046325684,2.0999999046325684,2.0999999046325684,2.0999999046325684,500.0
2009-04-01,2.049999952316284,1.8799999952316284,1.8799999952316284,2.049999952316284,1800.0
2009-04-02,2.049999952316284,2.0,2.0,2.049999952316284,1500.0
2009-04-03,2.0,2.0,2.0,2.0,700.0
2009-04-06,2.0,2.0,2.0,2.0,0.0
2009-04-07,1.75,2.0,1.75,2.0,1700.0
2009-04-08,2.0,2.0,2.0,2.0,0.0
2009-04-09,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,600.0
2009-04-13,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.7999999523162842,0.0
2009-04-14,1.600000023841858,1.600000023841858,1.600000023841858,1.600000023841858,5500.0
2009-04-15,1.600000023841858,2.0,1.2100000381469727,2.0,5800.0
2009-04-16,1.6100000143051147,1.6100000143051147,1.6100000143051147,1.6100000143051147,500.0
2009-04-17,1.899999976158142,1.899999976158142,1.899999976158142,1.899999976158142,500.0
2009-04-20,1.899999976158142,1.899999976158142,1.899999976158142,1.899999976158142,0.0
2009-04-21,1.850000023841858,1.850000023841858,1.850000023841858,1.850000023841858,800.0
2009-04-22,1.850000023841858,1.850000023841858,1.850000023841858,1.850000023841858,0.0
2009-04-23,1.7100000381469727,1.3600000143051147,1.3600000143051147,1.7100000381469727,7900.0
2009-04-24,1.399999976158142,1.75,1.399999976158142,1.75,600.0
2009-04-27,1.600000023841858,1.7899999618530273,1.5499999523162842,1.7899999618530273,3800.0
