Date,ibmopen,ibmclose,ibmlow,ibmhigh,ibmvolume
2008-05-16,128.4600067138672,127.81999969482422,126.80000305175781,128.47999572753906,6372100.0
2008-05-19,127.68000030517578,126.48999786376953,126.05000305175781,128.2100067138672,6385200.0
2008-05-20,126.05000305175781,125.18000030517578,124.44999694824219,126.05000305175781,7017700.0
2008-05-21,125.05000305175781,123.62000274658203,123.0199966430664,126.4000015258789,8333900.0
2008-05-22,123.55000305175781,124.69999694824219,123.55000305175781,125.3499984741211,5031300.0
2008-05-23,124.3499984741211,124.19999694824219,123.7699966430664,124.91000366210938,4701500.0
2008-05-27,124.01000213623047,127.31999969482422,124.0,127.37999725341797,6989200.0
2008-05-28,127.5,129.5399932861328,126.98999786376953,129.5399932861328,9875600.0
2008-05-29,128.75999450683594,129.7100067138672,128.66000366210938,129.99000549316406,7561500.0
2008-05-30,129.22000122070312,129.42999267578125,128.8000030517578,129.99000549316406,8652900.0
2008-06-02,128.49000549316406,127.36000061035156,126.69999694824219,129.3699951171875,7599300.0
2008-06-03,127.47000122070312,127.83999633789062,127.45999908447266,129.0,7238200.0
2008-06-04,127.87000274658203,127.55000305175781,126.44999694824219,128.5,6432300.0
2008-06-05,127.41000366210938,128.47000122070312,127.19999694824219,129.0399932861328,6153300.0
2008-06-06,127.7699966430664,124.94000244140625,124.73999786376953,128.13999938964844,7886200.0
2008-06-09,125.37999725341797,125.86000061035156,124.05999755859375,126.18000030517578,5584000.0
2008-06-10,124.87999725341797,125.94000244140625,124.62999725341797,126.72000122070312,5384200.0
2008-06-11,125.9000015258789,123.25,122.86000061035156,125.9000015258789,7207200.0
2008-06-12,123.8499984741211,123.8499984741211,123.12999725341797,125.08999633789062,6748600.0
2008-06-13,124.41999816894531,126.1500015258789,124.1500015258789,126.56999969482422,6379600.0
2008-06-16,125.45999908447266,126.70999908447266,124.6500015258789,127.13999938964844,6280200.0
2008-06-17,127.0999984741211,125.0999984741211,124.62000274658203,127.0999984741211,5277900.0
2008-06-18,124.55000305175781,124.16000366210938,123.69999694824219,125.43000030517578,6614700.0
2008-06-19,123.66999816894531,125.0199966430664,122.36000061035156,125.62000274658203,7570200.0
2008-06-20,124.80999755859375,122.73999786376953,122.5,125.0199966430664,9624900.0
2008-06-23,123.0,123.45999908447266,122.4000015258789,124.5,5852300.0
2008-06-24,123.08000183105469,123.45999908447266,121.9000015258789,124.25,7552900.0
2008-06-25,123.66999816894531,124.58000183105469,123.19999694824219,125.83000183105469,7131500.0
2008-06-26,123.43000030517578,121.12999725341797,120.76000213623047,123.81999969482422,9710600.0
2008-06-27,121.0199966430664,120.05000305175781,118.26000213623047,122.05000305175781,11660400.0
2008-06-30,120.02999877929688,118.52999877929688,118.1500015258789,120.22000122070312,8439000.0
2008-07-01,117.5,119.2699966430664,116.5999984741211,119.36000061035156,10069400.0
2008-07-02,118.41000366210938,119.0999984741211,118.12000274658203,120.55000305175781,8093200.0
2008-07-03,119.94999694824219,119.54000091552734,117.88999938964844,120.77999877929688,6115200.0
2008-07-07,119.62000274658203,121.5,119.62000274658203,122.63999938964844,9131100.0
2008-07-08,120.55000305175781,123.87999725341797,120.55000305175781,123.98999786376953,9813300.0
2008-07-09,124.20999908447266,120.4000015258789,120.4000015258789,124.5,9506700.0
2008-07-10,120.66000366210938,123.18000030517578,120.66000366210938,123.54000091552734,10053600.0
2008-07-11,121.80000305175781,122.12000274658203,120.56999969482422,123.73999786376953,8841400.0
2008-07-14,123.51000213623047,121.54000091552734,121.23999786376953,124.25,8317400.0
2008-07-15,121.0,123.19999694824219,119.9000015258789,124.5,10710500.0
2008-07-16,122.80999755859375,125.94000244140625,122.25,126.88999938964844,9898800.0
2008-07-17,126.38999938964844,126.5199966430664,124.0,126.95999908447266,12298200.0
2008-07-18,125.80999755859375,129.88999938964844,125.41999816894531,130.0,18317800.0
2008-07-21,129.8300018310547,128.66000366210938,127.63999938964844,129.89999389648438,7779600.0
2008-07-22,127.5,130.0,127.26000213623047,130.0,11428600.0
2008-07-23,129.77999877929688,129.52000427246094,128.2899932861328,130.3300018310547,10230300.0
2008-07-24,129.05999755859375,130.0,128.8000030517578,130.92999267578125,8946300.0
2008-07-25,129.0,128.52999877929688,128.0,129.89999389648438,7565500.0
2008-07-28,127.69000244140625,126.25,126.12999725341797,128.44000244140625,6096800.0
2008-07-29,126.54000091552734,127.66000366210938,126.25,128.1699981689453,5979400.0
2008-07-30,128.1199951171875,128.86000061035156,127.08999633789062,129.0,5826100.0
2008-07-31,128.10000610351562,127.9800033569336,127.73999786376953,129.5,5857300.0
2008-08-01,128.52000427246094,126.63999938964844,126.27999877929688,129.3000030517578,4939700.0
2008-08-04,126.7699966430664,127.55999755859375,126.25,128.10000610351562,5994900.0
2008-08-05,128.1999969482422,128.8699951171875,127.08000183105469,128.89999389648438,6969900.0
2008-08-06,128.4499969482422,129.16000366210938,127.75,129.5,6253800.0
2008-08-07,128.3000030517578,129.0500030517578,127.9000015258789,129.97000122070312,6633500.0
2008-08-08,128.5,128.80999755859375,127.62999725341797,129.8800048828125,8561800.0
2008-08-11,128.42999267578125,126.5999984741211,125.75,128.42999267578125,7490400.0
2008-08-12,126.01000213623047,125.22000122070312,124.4000015258789,126.5,6996800.0
2008-08-13,125.0,125.80000305175781,124.75,126.98999786376953,5857800.0
2008-08-14,125.01000213623047,126.94000244140625,124.80000305175781,128.25,6813000.0
2008-08-15,127.06999969482422,126.36000061035156,125.3499984741211,127.19000244140625,5566200.0
2008-08-18,126.48999786376953,124.58999633789062,123.68000030517578,127.0,5970000.0
2008-08-19,123.62999725341797,122.55999755859375,122.01000213623047,124.79000091552734,9311600.0
2008-08-20,123.5,122.51000213623047,122.01000213623047,123.97000122070312,6871600.0
2008-08-21,121.58000183105469,122.98999786376953,121.55000305175781,123.43000030517578,6315000.0
2008-08-22,123.30000305175781,124.93000030517578,122.80000305175781,125.3499984741211,5989200.0
2008-08-25,124.4800033569336,122.86000061035156,122.69999694824219,124.93000030517578,5827400.0
2008-08-26,122.58000183105469,122.5,121.5,122.8499984741211,6218200.0
2008-08-27,122.41999816894531,123.37999725341797,122.18000030517578,124.8499984741211,5843800.0
2008-08-28,124.05999755859375,124.58000183105469,123.58000183105469,125.44999694824219,5448200.0
2008-08-29,123.70999908447266,121.7300033569336,121.62999725341797,123.98999786376953,7156000.0
2008-09-02,122.87000274658203,118.41000366210938,117.9000015258789,124.0,11749800.0
2008-09-03,118.33999633789062,118.33999633789062,115.1500015258789,118.6500015258789,11316600.0
2008-09-04,117.98999786376953,115.0,114.9000015258789,118.9000015258789,10133800.0
2008-09-05,114.1500015258789,114.33000183105469,113.16999816894531,115.08999633789062,8811400.0
2008-09-08,118.0,117.29000091552734,115.13999938964844,118.27999877929688,10452800.0
2008-09-09,117.77999877929688,115.04000091552734,115.0,118.0999984741211,8106300.0
2008-09-10,116.4000015258789,118.04000091552734,116.0999984741211,119.94999694824219,11852200.0
2008-09-11,116.5999984741211,119.19999694824219,116.11000061035156,119.37000274658203,9737400.0
2008-09-12,118.66000366210938,118.97000122070312,116.81999969482422,119.27999877929688,6635100.0
2008-09-15,115.36000061035156,115.19000244140625,115.19000244140625,118.41000366210938,9908300.0
2008-09-16,113.7300033569336,116.05000305175781,113.31999969482422,117.63999938964844,13673200.0
2008-09-17,114.79000091552734,111.47000122070312,110.61000061035156,115.5,12298000.0
2008-09-18,112.91000366210938,115.12000274658203,111.04000091552734,118.58999633789062,15995000.0
2008-09-19,119.58999633789062,118.8499984741211,117.5,124.0,14432600.0
2008-09-22,118.44999694824219,116.20999908447266,116.0199966430664,120.13999938964844,8844000.0
2008-09-23,116.20999908447266,115.36000061035156,114.13999938964844,118.16999816894531,8012800.0
2008-09-24,116.93000030517578,116.45999908447266,114.26000213623047,118.16999816894531,6574100.0
2008-09-25,117.75,120.11000061035156,116.12000274658203,121.98999786376953,6539200.0
2008-09-26,117.20999908447266,119.41999816894531,117.01000213623047,121.01000213623047,4760500.0
2008-09-29,117.44000244140625,114.45999908447266,109.94999694824219,118.43000030517578,9586700.0
2008-09-30,115.83000183105469,116.95999908447266,111.80999755859375,116.95999908447266,18991900.0
2008-10-01,115.51000213623047,110.12999725341797,107.75,116.80000305175781,13134400.0
2008-10-02,108.4800033569336,104.73999786376953,103.04000091552734,109.97000122070312,11458200.0
2008-10-03,105.16000366210938,103.44000244140625,103.02999877929688,110.94999694824219,9637900.0
2008-10-06,101.20999908447266,100.62000274658203,96.5999984741211,103.0,11521400.0
2008-10-07,101.5,95.6500015258789,94.23999786376953,102.62000274658203,11416100.0
2008-10-08,91.51000213623047,90.55000305175781,89.9800033569336,97.4800033569336,17980400.0
2008-10-09,95.29000091552734,89.0,88.2300033569336,95.30999755859375,21293600.0
2008-10-10,87.41000366210938,87.75,83.51000213623047,91.66000366210938,24637400.0
2008-10-13,90.44000244140625,92.20999908447266,86.94999694824219,93.61000061035156,17101600.0
2008-10-14,96.41999816894531,93.5999984741211,92.0,99.0,15114200.0
2008-10-15,92.7699966430664,88.29000091552734,87.70999908447266,95.29000091552734,11330800.0
2008-10-16,89.37999725341797,91.5199966430664,84.3499984741211,92.0,16271300.0
2008-10-17,91.75,90.77999877929688,87.70999908447266,95.91000366210938,15230700.0
2008-10-20,92.20999908447266,92.51000213623047,89.33000183105469,93.30999755859375,9747100.0
2008-10-21,92.22000122070312,88.86000061035156,88.56999969482422,92.45999908447266,9716400.0
2008-10-22,87.0,83.5999984741211,80.80000305175781,87.58999633789062,14198100.0
2008-10-23,84.08999633789062,84.3499984741211,81.0,85.88999938964844,12358000.0
2008-10-24,79.2699966430664,82.06999969482422,78.81999969482422,84.30999755859375,12287300.0
2008-10-27,80.2699966430664,79.66000366210938,79.01000213623047,84.5,11099100.0
2008-10-28,81.4000015258789,87.27999877929688,79.5199966430664,87.61000061035156,14205900.0
2008-10-29,87.73999786376953,88.19999694824219,86.25,91.0,12692000.0
2008-10-30,91.01000213623047,90.69000244140625,88.9000015258789,92.4000015258789,12033800.0
2008-10-31,90.9000015258789,92.97000122070312,89.02999877929688,94.19000244140625,10506300.0
2008-11-03,92.63999938964844,92.68000030517578,92.16999816894531,94.66999816894531,7686300.0
2008-11-04,94.76000213623047,93.4000015258789,92.06999969482422,94.76000213623047,10173000.0
2008-11-05,92.93000030517578,89.94000244140625,89.69999694824219,93.4000015258789,8706200.0
2008-11-06,87.68000030517578,85.1500015258789,84.27999877929688,88.83000183105469,12522000.0
2008-11-07,85.77999877929688,86.2699966430664,84.25,86.70999908447266,7927800.0
2008-11-10,87.98999786376953,83.87000274658203,82.73999786376953,88.0999984741211,9685100.0
2008-11-11,83.25,82.73999786376953,80.25,84.29000091552734,10013600.0
2008-11-12,80.7300033569336,79.73999786376953,79.56999969482422,82.4000015258789,11368400.0
2008-11-13,79.62000274658203,84.20999908447266,75.4000015258789,84.38999938964844,15103600.0
2008-11-14,82.62999725341797,80.33000183105469,79.5,85.4000015258789,12023700.0
2008-11-17,79.4000015258789,77.4800033569336,77.16000366210938,79.73999786376953,10315300.0
2008-11-18,79.12999725341797,80.08000183105469,77.0,80.93000030517578,13050600.0
2008-11-19,79.93000030517578,75.97000122070312,75.7300033569336,81.0,12606400.0
2008-11-20,75.0,71.73999786376953,70.51000213623047,78.38999938964844,17634700.0
2008-11-21,72.73999786376953,74.87999725341797,69.5,76.9800033569336,19804500.0
2008-11-24,75.73999786376953,79.88999938964844,75.0,82.08999633789062,15023200.0
2008-11-25,81.37000274658203,80.6500015258789,78.22000122070312,82.4000015258789,12519700.0
2008-11-26,79.5199966430664,81.66999816894531,78.61000061035156,81.79000091552734,8240600.0
2008-11-28,81.0,81.5999984741211,80.0999984741211,81.9000015258789,3908300.0
2008-12-01,80.94999694824219,76.9000015258789,76.79000091552734,81.36000061035156,10265000.0
2008-12-02,77.80000305175781,79.83999633789062,76.13999938964844,80.0,9305200.0
2008-12-03,78.62000274658203,80.66999816894531,76.98999786376953,81.0,9757800.0
2008-12-04,80.02999877929688,77.44000244140625,76.18000030517578,80.83000183105469,10914000.0
2008-12-05,76.77999877929688,80.58999633789062,75.30999755859375,81.5,11212000.0
2008-12-08,82.56999969482422,84.86000061035156,81.7300033569336,85.87999725341797,11177600.0
2008-12-09,83.81999969482422,82.69000244140625,82.19999694824219,85.43000030517578,9356400.0
2008-12-10,83.94999694824219,82.86000061035156,81.83000183105469,84.98999786376953,8187000.0
2008-12-11,81.5,80.58000183105469,79.7699966430664,82.86000061035156,10682400.0
2008-12-12,78.68000030517578,82.19999694824219,78.05999755859375,82.94000244140625,10381700.0
2008-12-15,82.51000213623047,82.7699966430664,80.0,83.54000091552734,8848200.0
2008-12-16,83.11000061035156,86.4000015258789,82.87000274658203,86.83999633789062,11559800.0
2008-12-17,85.44000244140625,85.83999633789062,84.66000366210938,87.2699966430664,8592000.0
2008-12-18,85.7699966430664,84.0,82.95999908447266,86.63999938964844,8029500.0
2008-12-19,85.22000122070312,83.5199966430664,82.97000122070312,85.22000122070312,13098600.0
2008-12-22,83.2699966430664,81.98999786376953,80.31999969482422,83.44999694824219,7083300.0
2008-12-23,82.3499984741211,80.5999984741211,80.12999725341797,82.80999755859375,6374400.0
2008-12-24,80.55000305175781,80.5199966430664,79.91999816894531,81.22000122070312,2415200.0
2008-12-26,80.93000030517578,81.33000183105469,80.55000305175781,81.80000305175781,3101300.0
2008-12-29,81.72000122070312,81.25,79.68000030517578,81.72000122070312,6062600.0
2008-12-30,81.83000183105469,83.55000305175781,81.5199966430664,83.63999938964844,5774400.0
2008-12-31,83.5,84.16000366210938,83.5,85.0,6667700.0
2009-01-02,83.88999938964844,87.37000274658203,83.88999938964844,87.58999633789062,7558200.0
2009-01-05,86.41999816894531,86.81999969482422,86.18000030517578,87.66999816894531,8315700.0
2009-01-06,87.11000061035156,89.2300033569336,86.37000274658203,90.41000366210938,9649500.0
2009-01-07,87.83000183105469,87.79000091552734,87.12000274658203,88.80000305175781,8455100.0
2009-01-08,87.80999755859375,87.18000030517578,85.9800033569336,88.13999938964844,7231800.0
2009-01-09,87.05000305175781,84.69999694824219,84.25,87.5,7440300.0
2009-01-12,84.56999969482422,85.70999908447266,84.41999816894531,86.5999984741211,8072700.0
2009-01-13,85.5,85.33999633789062,84.79000091552734,86.58999633789062,7657200.0
2009-01-14,84.19999694824219,83.19000244140625,82.11000061035156,84.81999969482422,9470000.0
2009-01-15,83.61000061035156,84.12000274658203,82.26000213623047,84.83000183105469,11734800.0
2009-01-16,84.61000061035156,84.91999816894531,83.08000183105469,85.73999786376953,11245300.0
2009-01-20,84.76000213623047,81.9800033569336,81.76000213623047,84.91999816894531,13800100.0
2009-01-21,86.29000091552734,91.41999816894531,86.0,91.5999984741211,24905000.0
2009-01-22,89.83000183105469,90.06999969482422,88.11000061035156,90.73999786376953,12350700.0
2009-01-23,88.4000015258789,89.48999786376953,87.80999755859375,90.69999694824219,10253700.0
2009-01-26,89.7699966430664,91.5999984741211,89.5199966430664,92.66999816894531,9840800.0
2009-01-27,91.7699966430664,91.66000366210938,90.5,91.97000122070312,8720800.0
2009-01-28,92.69999694824219,94.81999969482422,91.91000366210938,94.94000244140625,13407200.0
2009-01-29,93.58000183105469,92.51000213623047,92.0199966430664,94.58000183105469,9233500.0
2009-01-30,92.2300033569336,91.6500015258789,91.25,93.4800033569336,9617000.0
2009-02-02,90.5999984741211,90.93000030517578,89.69000244140625,91.86000061035156,9926400.0
2009-02-03,91.06999969482422,93.4800033569336,90.16000366210938,93.7300033569336,8864500.0
2009-02-04,93.73999786376953,92.83000183105469,91.81999969482422,94.91000366210938,10189800.0
2009-02-05,92.12999725341797,92.41000366210938,91.22000122070312,93.19999694824219,11622900.0
2009-02-06,92.51000213623047,96.13999938964844,91.6500015258789,97.0999984741211,13055900.0
2009-02-09,95.93000030517578,96.81999969482422,94.72000122070312,96.9800033569336,8165800.0
2009-02-10,95.58000183105469,93.2699966430664,92.95999908447266,96.81999969482422,13541300.0
2009-02-11,93.4800033569336,95.16000366210938,93.0,95.7699966430664,10765700.0
2009-02-12,94.41000366210938,95.06999969482422,92.19999694824219,95.19999694824219,9917700.0
2009-02-13,94.79000091552734,93.83999633789062,93.56999969482422,95.18000030517578,6742400.0
2009-02-17,91.7300033569336,90.66999816894531,90.5,92.48999786376953,8903500.0
2009-02-18,91.16999816894531,91.51000213623047,90.44000244140625,92.25,8492600.0
2009-02-19,91.05999755859375,88.93000030517578,88.44999694824219,92.16000366210938,12622700.0
2009-02-20,88.05000305175781,88.79000091552734,87.33999633789062,89.9000015258789,12400700.0
2009-02-23,89.30000305175781,84.37000274658203,84.19000244140625,89.33000183105469,13509600.0
2009-02-24,84.62999725341797,86.4000015258789,84.0999984741211,87.08000183105469,12915300.0
2009-02-25,86.0,85.9000015258789,82.8499984741211,87.12000274658203,12646400.0
2009-02-26,86.8499984741211,88.97000122070312,86.33000183105469,90.19999694824219,17423200.0
2009-02-27,88.12000274658203,92.02999877929688,88.01000213623047,93.27999877929688,21311200.0
2009-03-02,91.16999816894531,89.05000305175781,88.75,91.9000015258789,15231700.0
2009-03-03,90.16000366210938,87.7699966430664,87.19000244140625,90.18000030517578,13744100.0
2009-03-04,88.97000122070312,89.48999786376953,87.5999984741211,91.23999786376953,15391700.0
2009-03-05,88.12999725341797,87.4800033569336,87.0199966430664,90.16000366210938,14930100.0
2009-03-06,87.47000122070312,85.80999755859375,83.80999755859375,88.25,15186000.0
2009-03-09,84.69999694824219,83.4800033569336,83.0199966430664,86.80000305175781,13151800.0
2009-03-10,85.11000061035156,87.25,83.63999938964844,87.25,15914800.0
2009-03-11,87.51000213623047,88.62000274658203,86.72000122070312,89.54000091552734,11823900.0
2009-03-12,88.58999633789062,90.4000015258789,87.48999786376953,90.5999984741211,11829200.0
2009-03-13,90.4000015258789,90.36000061035156,89.29000091552734,90.6500015258789,9111900.0
2009-03-16,91.6500015258789,91.22000122070312,90.54000091552734,93.0,11793700.0
2009-03-17,91.11000061035156,92.91000366210938,90.44999694824219,92.91000366210938,11489700.0
2009-03-18,89.45999908447266,91.94999694824219,89.41000366210938,92.9000015258789,17954300.0
2009-03-19,92.83999633789062,92.66000366210938,91.51000213623047,93.3499984741211,9899300.0
2009-03-20,93.16000366210938,92.51000213623047,92.18000030517578,95.0,12193900.0
2009-03-23,93.69999694824219,98.70999908447266,93.69999694824219,98.70999908447266,12407200.0
2009-03-24,97.69000244140625,98.30000305175781,97.5199966430664,99.55000305175781,9346700.0
2009-03-25,98.47000122070312,97.94999694824219,96.08999633789062,99.86000061035156,12017000.0
2009-03-26,98.47000122070312,98.77999877929688,97.75,99.19999694824219,11434600.0
2009-03-27,95.98999786376953,94.1500015258789,92.75,96.0,15745200.0
2009-03-30,92.0,94.5199966430664,91.80000305175781,94.73999786376953,10964000.0
2009-03-31,94.95999908447266,96.88999938964844,94.8499984741211,98.66000366210938,14553700.0
2009-04-01,96.12999725341797,97.61000061035156,95.69999694824219,98.0,12212900.0
2009-04-02,99.1500015258789,100.81999969482422,98.37999725341797,101.98999786376953,16219000.0
2009-04-03,99.7300033569336,102.22000122070312,99.70999908447266,102.66000366210938,10962900.0
2009-04-06,100.9000015258789,101.55999755859375,100.0,101.8499984741211,8819800.0
2009-04-07,100.16999816894531,98.75,98.5199966430664,100.5,8768400.0
2009-04-08,99.44999694824219,101.19000244140625,99.0,101.55000305175781,7285200.0
2009-04-09,102.01000213623047,101.69999694824219,100.25,102.44999694824219,8013700.0
2009-04-13,100.27999877929688,99.94999694824219,99.04000091552734,101.6500015258789,7797200.0
